348,7023,1061
349,7023,1011
350,7024,1061
351,7024,1020
352,2701,1006
353,2701,1037
354,2702,1015
355,2702,1017
356,2703,1023
358,2704,1025
359,2704,1030
360,2705,1008
361,2705,1046
362,2706,1007
363,2706,1060
364,2801,1021
366,2801,1040
367,2802,1006
368,2802,1045
370,2803,1013
371,2803,1027
373,2804,1003
374,2804,1060
375,2805,1026
376,2805,1030
377,2805,1041
379,2806,1023
381,2806,1035
382,2806,1050
383,2807,1012
384,2807,1016
386,2808,1005
387,2808,1024
388,2808,1028
390,2809,1018
392,2810,1002
393,2810,1010
395,2810,1056
396,2810,1059
397,2811,1001
398,2811,1011
399,2811,1014
400,2811,1020
401,2811,1061
402,2812,1015
404,2812,1052
405,2812,1058
406,2813,1019
408,2814,1025
409,2814,1032
410,2815,1008
411,2815,1009
412,2816,1048
414,2817,1037
415,2817,1038
416,2901,1002
417,2901,1004
418,2901,1020
419,2901,1024
420,2901,1026
422,2901,1046
423,2902,1003
424,2902,1005
425,2902,1009
426,2902,1010
427,2902,1013
428,2902,1014
429,2902,1015
430,2902,1017
431,2902,1018
432,2902,1019
433,2902,1022
434,2902,1023
435,2902,1028
437,2902,1030
438,2902,1038
439,2902,1040
440,2902,1041
442,2902,1045
444,2902,1048
447,2902,1058
448,2903,1001
449,2903,1006
450,2903,1008
451,2903,1011
452,2903,1016
453,2903,1025
454,2903,1027
455,2903,1032
457,2903,1035
458,2903,1037
459,2903,1039
464,2903,1056
465,2903,1059
466,2903,1060
467,2903,1061
468,2904,1007
469,2904,1012
470,2904,1021
474,2904,1050
475,2904,1052
477,3001,1004
478,3001,1010
479,3001,1041
480,3001,1052
481,3001,1061
482,3001,1026
483,3001,1028
484,3001,1038
489,3002,1004
490,3002,1005
491,3002,1006
492,3002,1008
493,3002,1009
494,3002,1010
495,3002,1011
496,3002,1014
497,3002,1040
498,3002,1019
499,3002,1026
502,3002,1039
505,3002,1046
508,3002,1059
509,3003,1001
510,3003,1002
511,3003,1003
512,3003,1006
513,3003,1007
514,3003,1008
515,3003,1009
516,3003,1011
517,3003,1012
518,3003,1013
519,3003,1014
520,3003,1015
521,3003,1017
522,3003,1018
523,3003,1020
524,3003,1024
525,3003,1027
526,3003,1030
527,3003,1032
528,3003,1035
529,3003,1045
530,3003,1056
531,3003,1060
532,3003,1016
533,3003,1019
534,3003,1021
535,3003,1022
536,3003,1023
537,3003,1026
543,3003,1037
544,3003,1039
546,3003,1046
548,3003,1048
550,3003,1050
553,3003,1058
554,3003,1059
555,3004,1001
556,3004,1007
557,3004,1013
558,3004,1015
559,3004,1017
560,3004,1020
561,3004,1024
562,3004,1030
563,3004,1045
564,3004,1060
565,3004,1016
566,3004,1021
567,3004,1023
568,3004,1025
570,3101,1001
571,3101,1002
572,3101,1003
573,3101,1004
574,3101,1005
575,3101,1006
576,3101,1007
577,3101,1008
578,3101,1009
579,3101,1010
580,3101,1011
581,3101,1012
582,3101,1013
583,3101,1014
584,3101,1015
585,3101,1017
586,3101,1018
587,3101,1020
588,3101,1024
589,3101,1027
590,3101,1030
591,3101,1032
592,3101,1035
593,3101,1040
594,3101,1041
595,3101,1045
596,3101,1056
597,3101,1060
598,3101,1061
599,3101,1016
600,3101,1019
601,3101,1021
602,3101,1022
603,3101,1023
604,3101,1025
605,3101,1026
606,3101,1028
612,3101,1037
613,3101,1038
614,3101,1039
618,3101,1048
620,3101,1050
626,3101,1058
627,3101,1059
628,3102,1052
629,3102,1019
632,3102,1046
633,2523,1003
634,2523,1006
635,2523,1007
636,2523,1009
637,2523,1011
638,2523,1015
639,2523,1016
640,2523,1024
641,2523,1025
644,2523,1017
645,2509,1018
646,2509,1039
647,2509,1059
648,2512,1002
649,2512,1007
650,2512,1011
651,2512,1013
652,2512,1015
653,2512,1021
654,2512,1023
655,2512,1024
656,2512,1027
661,2512,1058
662,2510,1001
663,2510,1003
664,2510,1008
665,2510,1016
666,2510,1026
669,2510,1035
670,2510,1037
671,2510,1017
673,2530,1046
674,2506,1001
675,2506,1007
676,2506,1013
677,2506,1015
678,2506,1021
679,2506,1023
680,2506,1024
681,2506,1025
682,2506,1030
684,2506,1045
685,2506,1017
686,2516,1001
687,2516,1008
688,2516,1015
689,2516,1018
690,2516,1019
691,2516,1021
692,2516,1037
693,2516,1045
695,2516,1048
697,2525,1046
698,2522,1005
699,2522,1011
700,2522,1016
701,2522,1026
703,2522,1004
704,2531,1046
705,2514,1009
706,2514,1022
707,2514,1039
709,2514,1059
710,2505,1003
711,2505,1007
712,2505,1015
713,2505,1016
714,2505,1020
715,2505,1026
716,2505,1032
718,2505,1050
719,2505,1017
721,2504,1009
723,2521,1008
724,2521,1012
726,2521,1059
727,2502,1038
728,2502,1061
729,2515,1007
730,2515,1013
731,2515,1016
732,2515,1020
733,2515,1023
734,2515,1024
735,2515,1025
736,2515,1030
738,2515,1045
739,2515,1056
740,2515,1017
742,2511,1006
743,2511,1008
744,2511,1010
745,2511,1019
747,2518,1006
748,2518,1010
749,2518,1019
750,2501,1019
752,2513,1010
753,2513,1028
754,2513,1038
755,2513,1041
758,2519,1001
759,2519,1003
760,2519,1008
761,2519,1014
762,2519,1015
764,2519,1017
765,2517,1009
766,2517,1012
767,2517,1022
769,2517,1059
770,2508,1008
771,2507,1014
773,2529,1046
774,3201,1022
775,3201,1028
776,3201,1033
777,3201,1034
778,3201,1038
779,3201,1039
782,3201,1044
784,3201,1048
786,3201,1051
789,3201,1058
790,3201,1059
791,3202,1011
793,3202,1052
795,3203,1006
796,3203,1007
797,3203,1010
798,3203,1012
799,3203,1014
800,3203,1015
801,3203,1017
802,3203,1023
803,3203,1024
804,3203,1025
806,3203,1030
807,3203,1035
808,3203,1037
809,3204,1003
810,3204,1005
811,3204,1008
812,3204,1013
813,3204,1018
814,3204,1020
815,3204,1026
816,3204,1027
818,3204,1032
819,3204,1040
820,3204,1041
821,3204,1046
823,3204,1060
824,3204,1061
825,3205,1001
826,3205,1002
827,3205,1004
828,3205,1009
829,3205,1016
830,3205,1019
831,3205,1021
832,3205,1045
833,3205,1056
834,3206,1050
835,8001,1001
836,8001,1003
837,8002,1001
838,8002,1004
839,8003,1001
840,8003,1013
841,8004,1001
842,8004,1015
843,8005,1001
844,8005,1017
845,8006,1001
846,8006,1022
847,8007,1001
848,8007,1027
849,8008,1001
850,8008,1038
851,8009,1001
852,8009,1040
853,8010,1001
855,8011,1001
856,8011,1045
857,8012,1001
859,8013,1001
860,8013,1056
861,8014,1001
862,8014,1058
863,8015,1001
864,8015,1059
865,8016,1001
866,8016,1060
867,8017,1002
868,8017,1003
869,8018,1002
870,8018,1004
871,8019,1002
872,8019,1013
873,8020,1002
874,8020,1015
875,8021,1002
876,8021,1017
877,8022,1002
878,8022,1022
879,8023,1002
880,8023,1027
881,8024,1002
882,8024,1038
883,8025,1002
884,8025,1040
885,8026,1002
887,8027,1002
888,8027,1045
889,8028,1002
891,8029,1002
892,8029,1056
893,8030,1002
894,8030,1058
895,8031,1002
896,8031,1059
897,8032,1002
898,8032,1060
899,8033,1003
900,8033,1007
901,8034,1003
902,8034,1009
903,8035,1003
904,8035,1018
905,8036,1003
906,8036,1021
907,8037,1003
908,8037,1023
909,8038,1003
910,8038,1035
911,8039,1003
912,8039,1046
913,8040,1003
914,8040,1048
915,8041,1003
917,8042,1003
918,8042,1050
919,8043,1004
920,8043,1007
921,8044,1004
922,8044,1009
923,8045,1004
924,8045,1018
925,8046,1004
926,8046,1021
927,8047,1004
928,8047,1023
929,8048,1004
930,8048,1035
931,8049,1004
932,8049,1046
933,8050,1004
934,8050,1048
935,8051,1004
937,8052,1005
938,8052,1003
939,8053,1005
940,8053,1004
941,8054,1005
942,8054,1013
943,8055,1005
944,8055,1015
945,8056,1005
946,8056,1017
947,8057,1005
948,8057,1022
949,8058,1005
950,8058,1027
951,8059,1005
952,8059,1038
953,8060,1005
954,8060,1040
955,8061,1005
957,8062,1005
958,8062,1045
959,8063,1005
961,8064,1005
962,8064,1056
963,8065,1005
964,8065,1058
965,8066,1005
966,8066,1059
967,8067,1005
968,8067,1060
969,8068,1006
970,8068,1004
971,8069,1006
972,8069,1022
973,8070,1006
974,8070,1045
975,8071,1006
977,8072,1007
978,8072,1018
979,8073,1007
980,8073,1021
981,8074,1007
982,8074,1023
983,8075,1007
984,8075,1035
985,8076,1007
986,8076,1048
987,8077,1009
988,8077,1018
989,8078,1009
990,8078,1021
991,8079,1009
992,8079,1023
993,8080,1009
994,8080,1035
995,8081,1009
996,8081,1048
997,8082,1010
998,8082,1003
999,8083,1010
1000,8083,1004
1001,8084,1010
1002,8084,1013
1003,8085,1010
1004,8085,1015
1005,8086,1010
1006,8086,1017
1007,8087,1010
1008,8087,1022
1009,8088,1010
1010,8088,1027
1011,8089,1010
1012,8089,1038
1013,8090,1010
1014,8090,1040
1015,8091,1010
1017,8092,1010
1018,8092,1045
1019,8093,1010
1021,8094,1010
1022,8094,1056
1023,8095,1010
1024,8095,1058
1025,8096,1010
1026,8096,1059
1027,8097,1010
1028,8097,1060
1029,8098,1013
1030,8098,1007
1031,8099,1013
1032,8099,1009
1033,8100,1013
1034,8100,1018
1035,8101,1013
1036,8101,1021
1037,8102,1013
1038,8102,1023
1039,8103,1013
1040,8103,1035
1041,8104,1013
1042,8104,1046
1043,8105,1013
1044,8105,1048
1045,8106,1013
1047,8107,1013
1048,8107,1050
1049,8108,1014
1050,8108,1004
1051,8109,1014
1052,8109,1007
1053,8110,1014
1054,8110,1009
1055,8111,1014
1056,8111,1022
1057,8112,1014
1058,8112,1045
1059,8113,1014
1060,8113,1046
1061,8114,1014
1063,8115,1014
1065,8116,1015
1066,8116,1006
1067,8117,1015
1068,8117,1050
1069,8118,1016
1070,8118,1003
1071,8119,1016
1072,8119,1004
1073,8120,1016
1074,8120,1013
1075,8121,1016
1076,8121,1015
1077,8122,1016
1078,8122,1017
1079,8123,1016
1080,8123,1022
1081,8124,1016
1082,8124,1027
1083,8125,1016
1084,8125,1038
1085,8126,1016
1086,8126,1040
1087,8127,1016
1089,8128,1016
1090,8128,1045
1091,8129,1016
1093,8130,1016
1094,8130,1056
1095,8131,1016
1096,8131,1058
1097,8132,1016
1098,8132,1059
1099,8133,1016
1100,8133,1060
1101,8134,1017
1102,8134,1007
1103,8135,1017
1104,8135,1009
1105,8136,1017
1106,8136,1018
1107,8137,1017
1108,8137,1021
1109,8138,1017
1110,8138,1023
1111,8139,1017
1112,8139,1035
1113,8140,1017
1114,8140,1046
1115,8141,1017
1116,8141,1048
1117,8142,1017
1119,8143,1017
1120,8143,1050
1121,8144,1019
1122,8144,1004
1123,8145,1019
1124,8145,1007
1125,8146,1019
1126,8146,1009
1127,8147,1019
1128,8147,1022
1129,8148,1019
1130,8148,1045
1131,8149,1019
1132,8149,1046
1133,8150,1019
1135,8151,1019
1137,8152,1020
1138,8152,1004
1139,8153,1020
1140,8153,1015
1141,8154,1020
1142,8154,1027
1143,8155,1020
1144,8155,1038
1145,8156,1020
1146,8156,1040
1147,8157,1020
1149,8158,1020
1150,8158,1045
1151,8159,1020
1152,8159,1058
1153,8160,1020
1154,8160,1059
1155,8161,1020
1156,8161,1060
1157,8162,1025
1158,8162,1003
1159,8163,1025
1160,8163,1004
1161,8164,1025
1162,8164,1013
1163,8165,1025
1164,8165,1015
1165,8166,1025
1166,8166,1017
1167,8167,1025
1168,8167,1022
1169,8168,1025
1170,8168,1027
1171,8169,1025
1172,8169,1038
1173,8170,1025
1174,8170,1040
1175,8171,1025
1177,8172,1025
1178,8172,1045
1179,8173,1025
1181,8174,1025
1182,8174,1056
1183,8175,1025
1184,8175,1058
1185,8176,1025
1186,8176,1059
1187,8177,1025
1188,8177,1060
1189,8178,1027
1190,8178,1006
1191,8179,1027
1192,8179,1050
1193,8180,1028
1194,8180,1004
1195,8181,1028
1196,8181,1007
1197,8182,1028
1198,8182,1009
1199,8183,1028
1200,8183,1022
1201,8184,1028
1202,8184,1045
1203,8185,1028
1204,8185,1046
1205,8186,1028
1207,8187,1028
1210,8188,1004
1212,8189,1015
1214,8190,1018
1216,8191,1021
1218,8192,1023
1220,8193,1027
1222,8194,1035
1224,8195,1038
1226,8196,1040
1230,8198,1045
1232,8199,1048
1234,8200,1058
1236,8201,1059
1238,8202,1060
1239,8203,1030
1240,8203,1003
1241,8204,1030
1242,8204,1004
1243,8205,1030
1244,8205,1013
1245,8206,1030
1246,8206,1015
1247,8207,1030
1248,8207,1017
1249,8208,1030
1250,8208,1022
1251,8209,1030
1252,8209,1027
1253,8210,1030
1254,8210,1038
1255,8211,1030
1256,8211,1040
1257,8212,1030
1259,8213,1030
1260,8213,1045
1261,8214,1030
1263,8215,1030
1264,8215,1056
1265,8216,1030
1266,8216,1058
1267,8217,1030
1268,8217,1059
1269,8218,1030
1270,8218,1060
1271,8219,1032
1272,8219,1003
1273,8220,1032
1274,8220,1004
1275,8221,1032
1276,8221,1013
1277,8222,1032
1278,8222,1015
1279,8223,1032
1280,8223,1017
1281,8224,1032
1282,8224,1022
1283,8225,1032
1284,8225,1027
1285,8226,1032
1286,8226,1038
1287,8227,1032
1288,8227,1040
1289,8228,1032
1291,8229,1032
1292,8229,1045
1293,8230,1032
1295,8231,1032
1296,8231,1056
1297,8232,1032
1298,8232,1058
1299,8233,1032
1300,8233,1059
1301,8234,1032
1302,8234,1060
1304,8235,1003
1306,8236,1004
1308,8237,1013
1310,8238,1015
1312,8239,1017
1314,8240,1022
1316,8241,1027
1318,8242,1038
1320,8243,1040
1324,8245,1045
1328,8247,1056
1330,8248,1058
1332,8249,1059
1334,8250,1060
1336,8251,1003
1338,8252,1004
1340,8253,1013
1342,8254,1015
1344,8255,1017
1346,8256,1022
1348,8257,1027
1350,8258,1038
1352,8259,1040
1356,8261,1045
1360,8263,1056
1362,8264,1058
1364,8265,1059
1366,8266,1060
1367,8267,1037
1368,8267,1004
1369,8268,1037
1370,8268,1007
1371,8269,1037
1372,8269,1009
1373,8270,1037
1374,8270,1022
1375,8271,1037
1376,8271,1045
1378,8272,1046
1379,8273,1037
1381,8274,1037
1383,8275,1038
1384,8275,1006
1385,8276,1038
1386,8276,1050
1387,8277,1039
1388,8277,1003
1389,8278,1039
1390,8278,1007
1391,8279,1039
1392,8279,1009
1393,8280,1039
1394,8280,1013
1395,8281,1039
1396,8281,1017
1397,8282,1039
1398,8282,1046
1399,8283,1039
1401,8284,1039
1402,8284,1050
1403,8285,1040
1404,8285,1006
1405,8286,1040
1406,8286,1050
1407,8287,1041
1408,8287,1004
1409,8288,1041
1410,8288,1015
1411,8289,1041
1412,8289,1018
1413,8290,1041
1414,8290,1021
1415,8291,1041
1416,8291,1023
1417,8292,1041
1418,8292,1027
1419,8293,1041
1420,8293,1035
1421,8294,1041
1422,8294,1038
1423,8295,1041
1424,8295,1040
1425,8296,1041
1427,8297,1041
1428,8297,1045
1429,8298,1041
1430,8298,1048
1431,8299,1041
1432,8299,1058
1433,8300,1041
1434,8300,1059
1435,8301,1041
1436,8301,1060
1438,8302,1004
1440,8303,1007
1442,8304,1009
1444,8305,1022
1446,8306,1045
1448,8307,1046
1454,8310,1006
1456,8311,1050
1458,8312,1004
1460,8313,1007
1462,8314,1009
1464,8315,1022
1466,8316,1045
1468,8317,1046
1473,8320,1045
1474,8320,1007
1475,8321,1045
1476,8321,1009
1477,8322,1045
1478,8322,1018
1479,8323,1045
1480,8323,1021
1481,8324,1045
1482,8324,1023
1483,8325,1045
1484,8325,1035
1485,8326,1045
1486,8326,1046
1487,8327,1045
1488,8327,1048
1489,8328,1045
1491,8329,1046
1492,8329,1018
1493,8330,1046
1494,8330,1021
1495,8331,1046
1496,8331,1023
1497,8332,1046
1498,8332,1035
1499,8333,1046
1500,8333,1048
1502,8334,1003
1504,8335,1004
1506,8336,1013
1508,8337,1015
1510,8338,1017
1512,8339,1022
1514,8340,1027
1516,8341,1038
1518,8342,1040
1522,8344,1045
1526,8346,1056
1528,8347,1058
1530,8348,1059
1532,8349,1060
1534,8350,1018
1536,8351,1021
1538,8352,1023
1540,8353,1035
1542,8354,1048
1543,8355,1050
1544,8355,1004
1545,8356,1050
1546,8356,1045
1548,8357,1012
1550,8358,1015
1552,8359,1027
1556,8361,1038
1558,8362,1039
1560,8363,1040
1564,8365,1050
1566,8366,1052
1570,8368,1058
1572,8369,1059
1574,8370,1060
1576,8371,1061
1577,8372,1052
1578,8372,1003
1579,8373,1052
1580,8373,1007
1581,8374,1052
1582,8374,1009
1583,8375,1052
1584,8375,1013
1585,8376,1052
1586,8376,1017
1587,8377,1052
1588,8377,1046
1589,8378,1052
1591,8379,1052
1592,8379,1050
1594,8380,1003
1596,8381,1004
1598,8382,1013
1600,8383,1015
1602,8384,1017
1604,8385,1022
1606,8386,1027
1608,8387,1038
1610,8388,1040
1614,8390,1045
1618,8392,1056
1620,8393,1058
1622,8394,1059
1624,8395,1060
1625,8396,1056
1626,8396,1004
1627,8397,1056
1628,8397,1045
1630,8398,1004
1632,8399,1015
1634,8400,1018
1636,8401,1021
1638,8402,1023
1640,8403,1027
1642,8404,1035
1644,8405,1038
1646,8406,1040
1650,8408,1045
1652,8409,1048
1654,8410,1058
1656,8411,1059
1658,8412,1060
1659,8413,1058
1660,8413,1006
1661,8414,1058
1662,8414,1050
1663,8415,1059
1664,8415,1006
1665,8416,1059
1666,8416,1050
1667,8417,1060
1668,8417,1006
1669,8418,1060
1670,8418,1050
1671,8419,1061
1672,8419,1003
1673,8420,1061
1674,8420,1007
1675,8421,1061
1676,8421,1009
1677,8422,1061
1678,8422,1013
1679,8423,1061
1680,8423,1017
1681,8424,1061
1682,8424,1046
1683,8425,1061
1685,8426,1061
1686,8426,1050
1687,508,1030
1688,508,1052
1689,509,1041
1690,509,1052
1691,2401,1004
1692,2402,1017
1693,2403,1006
1694,2403,1045
1695,2404,1003
1696,2404,1013
1697,2404,1027
1698,2404,1030
1699,2404,1041
1700,2404,1060
1701,2405,1024
1702,2405,1035
1703,2406,1001
1704,2406,1002
1705,2406,1010
1706,2406,1011
1707,2406,1014
1708,2406,1018
1709,2406,1056
1710,2406,1061
1711,2407,1032
1712,2407,1052
1713,2409,1008
1714,2409,1009
1715,2603,1001
1716,2603,1002
1717,2603,1006
1718,2603,1007
1719,2603,1013
1720,2603,1024
1721,2603,1027
1722,2603,1035
1723,2603,1041
1724,2603,1045
1725,2603,1052
1726,2603,1056
1727,2603,1060
1728,2604,1003
1729,2604,1004
1730,2604,1008
1731,2604,1009
1732,2604,1010
1733,2604,1011
1734,2604,1014
1735,2604,1017
1736,2604,1018
1737,2604,1030
1738,2604,1032
1739,2604,1061
1740,510,1001
1741,510,1052
